"public: static long __cdecl ATL::CComCoClass<class CMDSObjects,&struct _GUID const CLSID_MDSObjects>::Error(unsigned int,unsigned long,wchar_t const * __ptr64,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSObjects,&struct _GUID const CLSID_MDSObjects>::Error(unsigned int,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSObjects,&struct _GUID const CLSID_MDSObjects>::Error(char const * __ptr64,unsigned long,char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSObjects,&struct _GUID const CLSID_MDSObjects>::Error(char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(wchar_t const * __ptr64,unsigned long,wchar_t const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(wchar_t const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(unsigned int,unsigned long,wchar_t const * __ptr64,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(unsigned int,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(char const * __ptr64,unsigned long,char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CMDSNodes,&struct _GUID const CLSID_MDSNodes>::Error(char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(wchar_t const * __ptr64,unsigned long,wchar_t const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(wchar_t const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(unsigned int,unsigned long,wchar_t const * __ptr64,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(unsigned int,struct _GUID const & __ptr64,long,struct HINSTANCE__ * __ptr64)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(char const * __ptr64,unsigned long,char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: static long __cdecl ATL::CComCoClass<class CEnumVariantImpl,&struct _GUID const GUID_NULL>::Error(char const * __ptr64,struct _GUID const & __ptr64,long)",UnitsCSCom.dll,Exported Function
"public: long __cdecl CPersistentObjectsCollection::GetObjectW(struct tagVARIANT const & __ptr64,struct IDispatch * __ptr64 * __ptr64) __ptr64",UnitsCSCom.dll,Exported Function
"public: long __cdecl CPersistentObjectsCollection::get__NewEnum(struct IUnknown * __ptr64,struct IUnknown * __ptr64 * __ptr64) __ptr64",UnitsCSCom.dll,Exported Function
public: long __cdecl CoElement::FinalConstruct(void) __ptr64,UnitsCSCom.dll,Exported Function
"public: long __cdecl CoElement::_InternalQueryInterface(struct _GUID const & __ptr64,void * __ptr64 * __ptr64) __ptr64",UnitsCSCom.dll,Exported Function
public: long __cdecl CMDSObjects::FinalConstruct(void) __ptr64,UnitsCSCom.dll,Exported Function
"public: long __cdecl CMDSObjects::_InternalQueryInterface(struct _GUID const & __ptr64,void * __ptr64 * __ptr64) __ptr64",UnitsCSCom.dll,Exported Function
